SURVEY_ID,USER_ID,SURVEY_RESPONDED_DATE,RESPONSE1,RESPONSE2,RESPONSE3
survey_4,user_5404,8/18/21,"grab & go",target,"i was able to buy everything on my list"
survey_4,user_5425,8/21/21,"fill in","sam's club","i was able to buy everything on my list"
survey_5,user_5455,8/23/21,"grab & go",walmart,"i was able to buy everything on my list"
survey_5,user_5468,8/24/21,"grab & go",kroger,"i was able to buy everything on my list"
survey_1,user_4813,8/1/21,"grab & go",kroger,"i found most of the items on my list"
survey_2,user_4830,8/4/21,"returns and services",target,"i found most of the items on my list"
survey_5,user_4851,8/28/21,stock-up,kroger,"i was able to buy everything on my list"
survey_9,user_4721,9/21/21,"grab & go",walmart,"i was able to buy everything on my list"
survey_2,user_4816,8/6/21,stock-up,costco,"i was able to buy everything on my list"
survey_5,user_4982,8/25/21,stock-up,target,"i was able to buy everything on my list"
survey_2,user_4983,8/5/21,stock-up,kroger,"i was able to buy everything on my list"
survey_7,user_5538,9/7/21,"fill in",Costco,"i was able to buy everything on my list"
survey_8,user_5647,9/18/21,"grab & go",walmart,"i was able to buy everything on my list"
survey_7,user_5670,9/10/21,"fill in",Costco,"i was able to buy everything on my list"
survey_9,user_5700,9/22/21,"fill in",target,"i was able to buy everything on my list"
survey_7,user_5706,9/7/21,stock-up,Walmart,"i found most of the items on my list"
survey_9,user_5756,9/20/21,"fill in",walmart,"i was able to buy everything on my list"
survey_8,user_5765,9/15/21,"grab & go",kroger,"i found most of the items on my list"
survey_10,user_5842,9/30/21,stock-up,walmart,"i was able to buy everything on my list"
survey_10,user_5846,9/28/21,stock-up,"whole foods","i was able to buy everything on my list"
survey_9,user_4998,9/25/21,other,walmart,"i found most of the items on my list"
survey_2,user_5008,8/2/21,"grab & go",walmart,"i was able to buy everything on my list"
survey_9,user_5037,9/25/21,stock-up,walmart,"i was able to buy everything on my list"
survey_2,user_5055,8/3/21,"grab & go",walmart,"i was able to buy everything on my list"
survey_9,user_4906,9/25/21,"grab & go",kroger,"i was able to buy everything on my list"
survey_10,user_5015,9/29/21,"fill in",kroger,"i was able to buy everything on my list"
survey_5,user_3672,8/24/21,stock-up,walmart,"i was able to buy everything on my list"
survey_9,user_3744,9/20/21,stock-up,"trader joe's","i was able to buy everything on my list"
survey_8,user_3844,9/14/21,stock-up,kroger,"i found most of the items on my list"
survey_7,user_3851,9/7/21,"fill in",Kroger,"i was able to buy everything on my list"
survey_8,user_3870,9/18/21,stock-up,walmart,"i was able to buy everything on my list"
survey_9,user_3917,9/21/21,stock-up,walmart,"i was able to buy everything on my list"
survey_5,user_3958,8/28/21,other,target,"i was able to buy everything on my list"
survey_7,user_3971,9/6/21,"grab & go","Trader Joe's","i was able to buy everything on my list"
survey_2,user_4097,8/2/21,stock-up,"trader joe's","i found most of the items on my list"
survey_3,user_3782,8/9/21,"grab & go",walmart,"i was able to buy everything on my list"
survey_7,user_3987,9/8/21,"grab & go",Walmart,"i was able to buy everything on my list"
survey_6,user_4004,8/31/21,"returns and services",Walmart,"i was able to buy everything on my list"
survey_2,user_4086,8/3/21,stock-up,target,"i was able to buy everything on my list"
survey_4,user_4179,8/22/21,stock-up,"sam's club","i found most of the items on my list"
survey_9,user_4198,9/26/21,other,target,"i was able to buy everything on my list"
survey_9,user_4296,9/20/21,"fill in",walmart,"i found most of the items on my list"
survey_6,user_2197,8/31/21,"fill in",Walmart,"i was able to buy everything on my list"
survey_2,user_2269,8/3/21,"grab & go",costco,"i was able to buy everything on my list"
survey_8,user_2249,9/15/21,"grab & go","sam's club","i was able to buy everything on my list"
survey_2,user_2254,8/3/21,stock-up,walmart,"i was able to buy everything on my list"
survey_5,user_2272,8/27/21,stock-up,target,"i was able to buy everything on my list"
survey_3,user_2373,8/9/21,stock-up,walmart,"i was able to buy everything on my list"
survey_6,user_2455,9/5/21,"fill in",Costco,"i found only a few of the items on my list"
survey_2,user_2459,8/2/21,"grab & go",walmart,"i was able to buy everything on my list"
survey_10,user_2533,9/28/21,other,walmart,"i was able to buy everything on my list"
survey_2,user_2546,8/5/21,other,costco,"i was able to buy everything on my list"
survey_3,user_2669,8/12/21,"grab & go","sam's club","i was able to buy everything on my list"
survey_9,user_2387,9/21/21,"grab & go","trader joe's","i found most of the items on my list"
survey_10,user_2465,9/29/21,"grab & go",kroger,"i was able to buy everything on my list"
survey_2,user_2490,8/6/21,"grab & go","trader joe's","i was able to buy everything on my list"
survey_7,user_2544,9/7/21,"grab & go",Kroger,"i was able to buy everything on my list"
survey_8,user_2628,9/18/21,stock-up,walmart,"i was able to buy everything on my list"
survey_10,user_2600,9/28/21,"fill in",walmart,"i was able to buy everything on my list"
survey_3,user_2822,8/9/21,"fill in",kroger,"i was able to buy everything on my list"
survey_7,user_4342,9/11/21,"grab & go",Target,"i found most of the items on my list"
survey_6,user_4340,8/31/21,"fill in",Walmart,"i found most of the items on my list"
survey_8,user_4380,9/14/21,"grab & go",walmart,"i was able to buy everything on my list"
survey_4,user_4481,8/16/21,other,walmart,"i was able to buy everything on my list"
survey_8,user_4381,9/15/21,"fill in",kroger,"i was able to buy everything on my list"
survey_9,user_4423,9/20/21,other,target,"i was able to buy everything on my list"
survey_8,user_4429,9/14/21,"grab & go","trader joe's","i found most of the items on my list"
survey_4,user_4466,8/19/21,stock-up,costco,"i was able to buy everything on my list"
survey_6,user_4462,9/2/21,"grab & go",Kroger,"i was able to buy everything on my list"
survey_6,user_4581,8/30/21,stock-up,Kroger,"i was able to buy everything on my list"
survey_9,user_4665,9/23/21,"grab & go",albertsons,"i was able to buy everything on my list"
survey_2,user_4759,8/5/21,"grab & go",target,"i was able to buy everything on my list"
survey_2,user_4777,8/2/21,"grab & go",walmart,"i was able to buy everything on my list"
survey_3,user_4428,8/9/21,"fill in",target,"i found most of the items on my list"
survey_5,user_4473,8/25/21,"fill in",target,"i was able to buy everything on my list"
survey_8,user_4549,9/14/21,stock-up,kroger,"i was able to buy everything on my list"
survey_8,user_4653,9/17/21,"fill in","sam's club","i was able to buy everything on my list"
survey_3,user_4705,8/10/21,"grab & go",albertsons,"i found most of the items on my list"
survey_8,user_1512,9/14/21,"grab & go",albertsons,"i was able to buy everything on my list"
survey_7,user_1559,9/7/21,"fill in",Walmart,"i was able to buy everything on my list"
survey_7,user_1575,9/10/21,stock-up,Costco,"i was able to buy everything on my list"
survey_7,user_1581,9/6/21,stock-up,Costco,"i was able to buy everything on my list"
survey_6,user_1591,9/4/21,"fill in",Costco,"i was able to buy everything on my list"
survey_9,user_1639,9/25/21,"fill in",albertsons,"i was able to buy everything on my list"
survey_2,user_1653,8/2/21,stock-up,costco,"i was able to buy everything on my list"
survey_9,user_1729,9/24/21,"grab & go",target,"i found most of the items on my list"
survey_1,user_1757,8/1/21,"grab & go",costco,"i did not find any of the items i needed"
survey_8,user_1936,9/16/21,"grab & go","trader joe's","i found most of the items on my list"
survey_2,user_1716,8/3/21,stock-up,"sam's club","i was able to buy everything on my list"
survey_9,user_1766,9/26/21,"fill in",target,"i was able to buy everything on my list"
survey_3,user_1926,8/10/21,other,target,"i was able to buy everything on my list"
survey_4,user_25,8/16/21,stock-up,costco,"i was able to buy everything on my list"
survey_8,user_91,9/17/21,"grab & go","whole foods","i found most of the items on my list"
survey_2,user_130,8/2/21,stock-up,costco,"i found most of the items on my list"
survey_8,user_145,9/19/21,"fill in","trader joe's","i found most of the items on my list"
survey_3,user_145,8/11/21,stock-up,costco,"i found most of the items on my list"
survey_7,user_147,9/6/21,"grab & go","Whole Foods","i was able to buy everything on my list"
survey_7,user_182,9/10/21,"fill in",Walmart,"i was able to buy everything on my list"
survey_4,user_185,8/18/21,stock-up,"sam's club","i found most of the items on my list"
survey_10,user_218,9/29/21,"fill in","trader joe's","i was able to buy everything on my list"
survey_7,user_224,9/8/21,"returns and services",Target,"i found most of the items on my list"
survey_7,user_236,9/7/21,"grab & go","Sam's Club","i was able to buy everything on my list"
survey_8,user_255,9/18/21,"fill in",walmart,"i was able to buy everything on my list"
survey_5,user_260,8/24/21,"grab & go",albertsons,"i was able to buy everything on my list"
survey_3,user_266,8/11/21,stock-up,target,"i was able to buy everything on my list"
survey_5,user_289,8/28/21,stock-up,target,"i was able to buy everything on my list"
survey_4,user_298,8/21/21,other,target,"i found most of the items on my list"
survey_7,user_303,9/11/21,"grab & go",Walmart,"i did not find any of the items i needed"
survey_2,user_335,8/5/21,"fill in",costco,"i was able to buy everything on my list"
survey_7,user_490,9/8/21,"grab & go",Costco,"i was able to buy everything on my list"
survey_2,user_243,8/2/21,"grab & go",walmart,"i found most of the items on my list"
survey_5,user_344,8/28/21,other,target,"i was able to buy everything on my list"
survey_7,user_1887,9/8/21,stock-up,Target,"i was able to buy everything on my list"
survey_9,user_2028,9/20/21,"fill in",walmart,"i was able to buy everything on my list"
survey_6,user_2031,9/1/21,stock-up,Target,"i was able to buy everything on my list"
survey_4,user_2094,8/18/21,"fill in",target,"i was able to buy everything on my list"
survey_8,user_2097,9/19/21,other,"trader joe's","i found most of the items on my list"
survey_6,user_2120,9/5/21,"grab & go",Costco,"i was able to buy everything on my list"
survey_7,user_2132,9/11/21,other,Kroger,"i was able to buy everything on my list"
survey_4,user_433,8/18/21,"grab & go",walmart,"i was able to buy everything on my list"
survey_6,user_452,9/4/21,"fill in",Target,"i was able to buy everything on my list"
survey_7,user_484,9/7/21,other,Walmart,"i was able to buy everything on my list"
survey_3,user_486,8/9/21,"grab & go",costco,"i was able to buy everything on my list"
survey_8,user_533,9/18/21,"grab & go",kroger,"i was able to buy everything on my list"
survey_5,user_536,8/29/21,"fill in","whole foods","i found most of the items on my list"
survey_9,user_551,9/22/21,"grab & go","whole foods","i was able to buy everything on my list"
survey_9,user_556,9/24/21,"grab & go",kroger,"i was able to buy everything on my list"
survey_10,user_562,9/30/21,stock-up,"trader joe's","i was able to buy everything on my list"
survey_5,user_584,8/28/21,"returns and services",target,"i was able to buy everything on my list"
survey_8,user_628,9/19/21,"fill in",costco,"i was able to buy everything on my list"
survey_4,user_671,8/19/21,"grab & go",target,"i was able to buy everything on my list"
survey_1,user_688,8/1/21,stock-up,costco,"i was able to buy everything on my list"
survey_4,user_660,8/18/21,stock-up,"trader joe's","i was able to buy everything on my list"
survey_3,user_758,8/10/21,"grab & go",walmart,"i found most of the items on my list"
survey_9,user_762,9/26/21,"grab & go",walmart,"i found most of the items on my list"
survey_3,user_792,8/13/21,stock-up,"whole foods","i found most of the items on my list"
survey_9,user_875,9/21/21,"grab & go",albertsons,"i was able to buy everything on my list"
survey_1,user_889,8/1/21,"fill in","sam's club","i was able to buy everything on my list"
survey_7,user_2922,9/11/21,"grab & go",Target,"i was able to buy everything on my list"
survey_6,user_2962,9/4/21,"fill in",Target,"i was able to buy everything on my list"
survey_8,user_834,9/14/21,"fill in","whole foods","i was able to buy everything on my list"
survey_2,user_854,8/6/21,"grab & go",costco,"i was able to buy everything on my list"
survey_5,user_935,8/23/21,"fill in",target,"i was able to buy everything on my list"
survey_3,user_955,8/11/21,"grab & go",kroger,"i was able to buy everything on my list"
survey_8,user_983,9/18/21,other,walmart,"i was able to buy everything on my list"
survey_5,user_3041,8/25/21,"fill in",costco,"i was able to buy everything on my list"
survey_7,user_3063,9/10/21,stock-up,Costco,"i was able to buy everything on my list"
survey_3,user_1201,8/10/21,"fill in",target,"i found most of the items on my list"
survey_2,user_3228,8/2/21,"grab & go",target,"i was able to buy everything on my list"
survey_3,user_3237,8/10/21,"grab & go",walmart,"i was able to buy everything on my list"
survey_3,user_3240,8/9/21,"grab & go",target,"i did not find any of the items i needed"
survey_2,user_3248,8/2/21,other,costco,"i did not find any of the items i needed"
survey_5,user_3293,8/23/21,"returns and services",walmart,"i was able to buy everything on my list"
survey_3,user_3397,8/11/21,stock-up,"sam's club","i found most of the items on my list"
survey_4,user_3090,8/18/21,"fill in","sam's club","i found most of the items on my list"
survey_4,user_3098,8/17/21,"fill in",walmart,"i found most of the items on my list"
survey_2,user_1052,8/3/21,stock-up,costco,"i was able to buy everything on my list"
survey_2,user_1123,8/2/21,"grab & go",walmart,"i found most of the items on my list"
survey_1,user_1166,8/1/21,"fill in",kroger,"i was able to buy everything on my list"
survey_6,user_3128,9/3/21,"fill in",Target,"i was able to buy everything on my list"
survey_2,user_3167,8/6/21,"fill in",costco,"i was able to buy everything on my list"
survey_6,user_3238,8/31/21,"grab & go",Walmart,"i was able to buy everything on my list"
survey_9,user_3263,9/22/21,"fill in",target,"i was able to buy everything on my list"
survey_10,user_3301,9/29/21,"grab & go",albertsons,"i was able to buy everything on my list"
survey_9,user_3332,9/22/21,"fill in",target,"i was able to buy everything on my list"
survey_8,user_3334,9/18/21,"grab & go",albertsons,"i was able to buy everything on my list"
survey_1,user_3111,8/1/21,"fill in",costco,"i was able to buy everything on my list"
survey_7,user_3282,9/7/21,"fill in",Walmart,"i was able to buy everything on my list"
survey_6,user_3422,9/1/21,stock-up,Walmart,"i was able to buy everything on my list"
survey_8,user_3424,9/14/21,"grab & go",walmart,"i was able to buy everything on my list"
survey_7,user_3431,9/11/21,"grab & go",Kroger,"i was able to buy everything on my list"
survey_2,user_3457,8/3/21,stock-up,walmart,"i was able to buy everything on my list"
survey_2,user_3471,8/6/21,"grab & go",target,"i was able to buy everything on my list"
survey_10,user_3484,9/28/21,"grab & go",walmart,"i was able to buy everything on my list"
survey_5,user_3522,8/25/21,"grab & go","trader joe's","i was able to buy everything on my list"
survey_9,user_3525,9/21/21,"fill in",kroger,"i was able to buy everything on my list"
survey_5,user_1054,8/26/21,stock-up,albertsons,"i was able to buy everything on my list"
survey_2,user_1100,8/2/21,"fill in","whole foods","i found most of the items on my list"
survey_2,user_1218,8/3/21,stock-up,"whole foods","i was able to buy everything on my list"
survey_4,user_1282,8/17/21,stock-up,kroger,"i was able to buy everything on my list"
survey_2,user_1338,8/4/21,"fill in",target,"i found most of the items on my list"
survey_4,user_3546,8/21/21,"grab & go",walmart,"i was able to buy everything on my list"
survey_5,user_3581,8/24/21,"grab & go",target,"i was able to buy everything on my list"
survey_8,user_3596,9/17/21,"grab & go",kroger,"i was able to buy everything on my list"
survey_3,user_3599,8/11/21,stock-up,walmart,"i was able to buy everything on my list"
survey_3,user_3560,8/10/21,"grab & go",kroger,"i was able to buy everything on my list"
survey_2,user_3591,8/6/21,"fill in",costco,"i was able to buy everything on my list"
survey_9,user_3600,9/22/21,"grab & go",walmart,"i was able to buy everything on my list"
survey_8,user_1430,9/13/21,"fill in","trader joe's","i was able to buy everything on my list"
survey_7,user_1447,9/7/21,stock-up,Albertsons,"i did not find any of the items i needed"
survey_6,user_5126,8/31/21,"fill in",Walmart,"i was able to buy everything on my list"
survey_9,user_5138,9/25/21,"grab & go",walmart,"i was able to buy everything on my list"
survey_5,user_5234,8/24/21,"fill in",walmart,"i was able to buy everything on my list"
survey_10,user_5268,9/27/21,stock-up,walmart,"i was able to buy everything on my list"
survey_3,user_5296,8/13/21,stock-up,"sam's club","i was able to buy everything on my list"
survey_8,user_5482,9/14/21,"returns and services",target,"i was able to buy everything on my list"
survey_5,user_5495,8/25/21,"grab & go","whole foods","i found most of the items on my list"
survey_9,user_5575,9/21/21,"grab & go",kroger,"i found most of the items on my list"
survey_3,user_5229,8/9/21,"grab & go",walmart,"i was able to buy everything on my list"
survey_4,user_5431,8/22/21,"fill in",target,"i was able to buy everything on my list"
survey_5,user_5467,8/24/21,"grab & go",walmart,"i was able to buy everything on my list"
survey_6,user_4706,8/31/21,stock-up,Target,"i was able to buy everything on my list"
survey_5,user_4885,8/23/21,"grab & go",walmart,"i was able to buy everything on my list"
survey_8,user_4950,9/14/21,"returns and services",walmart,"i was able to buy everything on my list"
survey_8,user_5484,9/13/21,"grab & go",walmart,"i was able to buy everything on my list"
survey_5,user_5503,8/23/21,stock-up,walmart,"i was able to buy everything on my list"
survey_3,user_5336,8/13/21,"grab & go",albertsons,"i was able to buy everything on my list"
survey_6,user_5617,8/31/21,"fill in",Target,"i found most of the items on my list"
survey_10,user_5624,9/27/21,stock-up,target,"i was able to buy everything on my list"
survey_10,user_5666,9/27/21,"grab & go",walmart,"i was able to buy everything on my list"
survey_9,user_5739,9/21/21,"grab & go",target,"i was able to buy everything on my list"
survey_8,user_5758,9/14/21,"fill in",target,"i was able to buy everything on my list"
survey_10,user_5861,9/29/21,"fill in",albertsons,"i found most of the items on my list"
survey_4,user_3632,8/17/21,other,walmart,"i was able to buy everything on my list"
survey_9,user_3668,9/22/21,"grab & go",walmart,"i was able to buy everything on my list"
survey_8,user_3732,9/13/21,stock-up,walmart,"i was able to buy everything on my list"
survey_6,user_3659,9/3/21,"fill in",Walmart,"i was able to buy everything on my list"
survey_10,user_3696,9/27/21,other,kroger,"i was able to buy everything on my list"
survey_9,user_3721,9/24/21,stock-up,"trader joe's","i found most of the items on my list"
survey_4,user_3734,8/21/21,"fill in",walmart,"i was able to buy everything on my list"
survey_6,user_3747,9/5/21,"fill in",Kroger,"i found most of the items on my list"
survey_3,user_3959,8/9/21,"returns and services",target,"i was able to buy everything on my list"
survey_5,user_3773,8/27/21,other,costco,"i was able to buy everything on my list"
survey_7,user_3790,9/12/21,"grab & go",Albertsons,"i was able to buy everything on my list"
survey_7,user_3920,9/7/21,stock-up,Walmart,"i was able to buy everything on my list"
survey_2,user_3931,8/4/21,stock-up,target,"i was able to buy everything on my list"
survey_3,user_3945,8/9/21,"fill in",kroger,"i was able to buy everything on my list"
survey_5,user_4023,8/27/21,"grab & go","whole foods","i was able to buy everything on my list"
survey_5,user_4136,8/27/21,stock-up,"sam's club","i found most of the items on my list"
survey_7,user_4154,9/6/21,other,Walmart,"i was able to buy everything on my list"
survey_4,user_4167,8/21/21,"grab & go",walmart,"i was able to buy everything on my list"
survey_7,user_4170,9/7/21,stock-up,"Sam's Club","i was able to buy everything on my list"
survey_4,user_4278,8/17/21,"fill in",kroger,"i was able to buy everything on my list"
survey_2,user_4279,8/2/21,"returns and services",kroger,"i was able to buy everything on my list"
survey_2,user_4327,8/2/21,"grab & go",kroger,"i was able to buy everything on my list"
survey_5,user_2184,8/29/21,"grab & go",kroger,"i was able to buy everything on my list"
survey_2,user_2205,8/6/21,"fill in","trader joe's","i was able to buy everything on my list"
survey_7,user_2256,9/11/21,"grab & go",Walmart,"i was able to buy everything on my list"
survey_1,user_2280,8/1/21,stock-up,kroger,"i was able to buy everything on my list"
survey_4,user_2251,8/18/21,stock-up,costco,"i was able to buy everything on my list"
survey_6,user_2319,8/31/21,stock-up,Costco,"i found most of the items on my list"
survey_8,user_2328,9/19/21,"fill in",costco,"i found most of the items on my list"
survey_8,user_2332,9/14/21,stock-up,walmart,"i was able to buy everything on my list"
survey_8,user_2410,9/15/21,stock-up,walmart,"i was able to buy everything on my list"
survey_5,user_2443,8/25/21,"returns and services",target,"i was able to buy everything on my list"
survey_6,user_2475,9/3/21,"grab & go",Albertsons,"i was able to buy everything on my list"
survey_3,user_2565,8/9/21,stock-up,walmart,"i was able to buy everything on my list"
survey_8,user_2575,9/15/21,"fill in",kroger,"i was able to buy everything on my list"
survey_3,user_2650,8/9/21,stock-up,walmart,"i was able to buy everything on my list"
survey_3,user_2515,8/9/21,stock-up,target,"i found most of the items on my list"
survey_2,user_2706,8/2/21,"grab & go",walmart,"i was able to buy everything on my list"
survey_8,user_2763,9/17/21,"fill in","sam's club","i was able to buy everything on my list"
survey_5,user_2866,8/24/21,"grab & go",kroger,"i found most of the items on my list"
survey_10,user_4350,9/28/21,stock-up,"sam's club","i was able to buy everything on my list"
survey_2,user_4351,8/3/21,"returns and services","whole foods","i was able to buy everything on my list"
survey_2,user_4440,8/8/21,stock-up,kroger,"i found most of the items on my list"
survey_9,user_4481,9/21/21,"fill in",walmart,"i found most of the items on my list"
survey_7,user_4552,9/11/21,"grab & go",Target,"i was able to buy everything on my list"
survey_4,user_4608,8/20/21,"fill in",target,"i found most of the items on my list"
survey_3,user_4363,8/10/21,stock-up,"sam's club","i was able to buy everything on my list"
survey_8,user_4392,9/16/21,stock-up,"trader joe's","i was able to buy everything on my list"
survey_5,user_4512,8/24/21,stock-up,walmart,"i was able to buy everything on my list"
survey_2,user_4513,8/2/21,"grab & go",walmart,"i was able to buy everything on my list"
survey_4,user_4520,8/19/21,"fill in",kroger,"i was able to buy everything on my list"
survey_4,user_4537,8/18/21,stock-up,walmart,"i was able to buy everything on my list"
survey_5,user_4543,8/26/21,"returns and services","whole foods","i was able to buy everything on my list"
survey_7,user_4643,9/8/21,stock-up,Kroger,"i was able to buy everything on my list"
survey_6,user_4763,8/30/21,"grab & go",Walmart,"i was able to buy everything on my list"
survey_3,user_4591,8/15/21,"fill in",kroger,"i was able to buy everything on my list"
survey_3,user_4636,8/9/21,"grab & go",albertsons,"i was able to buy everything on my list"
survey_8,user_4717,9/15/21,"grab & go",kroger,"i was able to buy everything on my list"
survey_4,user_4734,8/21/21,"grab & go","whole foods","i was able to buy everything on my list"
survey_5,user_4738,8/29/21,"grab & go",albertsons,"i was able to buy everything on my list"
survey_2,user_4742,8/2/21,stock-up,costco,"i was able to buy everything on my list"
survey_2,user_4750,8/2/21,"grab & go",kroger,"i found most of the items on my list"
survey_2,user_4771,8/3/21,stock-up,walmart,"i was able to buy everything on my list"
survey_3,user_1452,8/10/21,"fill in","trader joe's","i was able to buy everything on my list"
survey_5,user_1478,8/26/21,"returns and services",target,"i was able to buy everything on my list"
survey_5,user_1564,8/27/21,"grab & go",costco,"i was able to buy everything on my list"
survey_5,user_1576,8/28/21,"fill in",target,"i was able to buy everything on my list"
